exclude,imitator,speaker,sequence,order,filename,word,onset,vowel,nasality,duration,word_s,word_e,vowel_s,vowel_e,time_seq,time,f1,f1_s,cq,cq_s,nasalance,nasalance_s,height,height_s,f1z,f1z_s,cqz,cqz_s,nasalancez,nasalancez_s,heightz,heightz_s
0,AE01,FR04,145,1,FR04_145_pont.wav,pont,p,o,nasal,0.18661226,69.47491279,69.8235551,69.63694284,69.8235551,1,69.7,311,473,0.451,0.469,0.503,0.483,0.371621622,0.363247863,-0.179038858,0.482130252,0.044396071,0.851850756,0.879075246,0.116805257,-0.658783763,-0.459853602
0,AE01,FR04,145,1,FR04_145_pont.wav,pont,p,o,nasal,0.18661226,69.47491279,69.8235551,69.63694284,69.8235551,2,69.73333333,226,488,0.43,0.458,0.53,0.512,0.412162162,0.397435897,-1.281232054,0.604265845,-0.249375744,0.640588567,1.501123577,0.708913481,-0.486654281,-0.323883954
0,AE01,FR04,145,1,FR04_145_pont.wav,pont,p,o,nasal,0.18661226,69.47491279,69.8235551,69.63694284,69.8235551,3,69.76666667,200,380,0.342,0.432,0.561,0.526,0.466216216,0.388888889,-1.618373502,-0.275110423,-1.480419544,0.141241577,2.215327216,0.99475883,-0.257148302,-0.357876364
0,AE01,FR01,61,2,FR01_061_pou.wav,pou,p,u,ref,0.185143968,72.43576975,72.79577334,72.61062938,72.79577334,1,72.66666667,222,311,0.466,0.381,0.505,0.417,0.858108108,0.635514019,-1.333099969,-0.913439373,0.254233083,-0.488516933,0.9251529,-0.638948694,1.406770049,0.936446142
0,AE01,FR01,61,2,FR01_061_pou.wav,pou,p,u,ref,0.185143968,72.43576975,72.79577334,72.61062938,72.79577334,2,72.7,210,280,0.445,0.395,0.503,0.418,0.858108108,0.635514019,-1.488703714,-1.137825709,-0.039538733,-0.173465706,0.879075246,-0.612095059,1.406770049,0.936446142
0,AE01,FR01,61,2,FR01_061_pou.wav,pou,p,u,ref,0.185143968,72.43576975,72.79577334,72.61062938,72.79577334,3,72.73333333,210,280,0.419,0.395,0.503,0.418,0.851351351,0.626168224,-1.488703714,-1.137825709,-0.403256219,-0.173465706,0.879075246,-0.612095059,1.3780818,0.898613116
0,AE01,FR03,103,3,FR03_103_bi.wav,bi,b,i,ref,0.313341929,75.29849774,75.75917554,75.44583361,75.75917554,1,75.53333333,278,278,0.522,0.443,0.444,0.465,0.932432432,0.738396624,-0.606949158,-1.053461881,1.037624592,-0.072395515,-0.480215552,0.075646108,1.722340769,1.333963469
0,AE01,FR03,103,3,FR03_103_bi.wav,bi,b,i,ref,0.313341929,75.29849774,75.75917554,75.44583361,75.75917554,2,75.6,285,271,0.522,0.424,0.445,0.468,0.918918919,0.94092827,-0.516180306,-1.10899423,1.037624592,-0.362997232,-0.457176725,0.141986179,1.664964276,2.159849384
0,AE01,FR03,103,3,FR03_103_bi.wav,bi,b,i,ref,0.313341929,75.29849774,75.75917554,75.44583361,75.75917554,3,75.66666667,328,277,0.525,0.42,0.442,0.461,0.986486486,0.974683544,0.041399781,-1.061395074,1.079591994,-0.42417654,-0.526293206,-0.012807319,1.951846748,2.297497035
0,AE01,FR01,145,4,FR01_145_pont.wav,pont,p,o,nasal,0.195834685,77.97154613,78.34195525,78.14612057,78.34195525,1,78.2,268,390,0.478,0.378,0.503,0.477,0.405405405,0.387850467,-0.736618945,-0.341616132,0.422102692,-0.556027911,0.879075246,0.972269447,-0.515342529,-0.066128973
0,AE01,FR01,145,4,FR01_145_pont.wav,pont,p,o,nasal,0.195834685,77.97154613,78.34195525,78.14612057,78.34195525,2,78.23333333,242,296,0.459,0.313,0.505,0.56,0.439189189,0.411214953,-1.073760393,-1.022013407,0.156309144,-2.018765754,0.9251529,3.20112121,-0.371901291,0.028453585
0,AE01,FR01,145,4,FR01_145_pont.wav,pont,p,o,nasal,0.195834685,77.97154613,78.34195525,78.14612057,78.34195525,3,78.3,208,307,0.413,0.533,0.511,0.536,0.554054054,0.397196262,-1.514637672,-0.942392449,-0.487191024,2.932039253,1.063385862,2.556633953,0.115798915,-0.028295947
0,AE01,FR02,53,5,FR02_053_pain.wav,pain,p,e,nasal,0.306279968,80.54780295,80.93825916,80.63197919,80.93825916,1,80.7,233,558,0.515,0.57,0.478,0.485,0.378378378,0.581497797,-1.190463202,1.348568741,0.939700653,1.025701629,0.303104569,0.547579858,-0.630095519,0.196012676
0,AE01,FR02,53,5,FR02_053_pain.wav,pain,p,e,nasal,0.306279968,80.54780295,80.93825916,80.63197919,80.93825916,2,80.8,207,460,0.465,0.575,0.489,0.497,0.378378378,0.612334802,-1.527604651,0.554409155,0.240243949,1.110081005,0.556531667,0.846061923,-0.630095519,0.321174704
0,AE01,FR02,53,5,FR02_053_pain.wav,pain,p,e,nasal,0.306279968,80.54780295,80.93825916,80.63197919,80.93825916,3,80.86666667,195,245,0.469,0.54,0.52,0.558,0.27027027,0.572687225,-1.683208396,-1.187879733,0.296200485,0.519425374,1.270735306,2.363345754,-1.089107477,0.160252097
0,AE01,FR02,6,6,FR02_006_pas.wav,pas,p,a,oral,0.182621864,83.20505217,83.49347353,83.31085166,83.49347353,1,83.36666667,485,610,0.581,0.579,0.379,0.411,0.22972973,0.198237885,2.077215449,1.769959541,1.862983503,1.177584505,-1.977739312,-1.293059543,-1.261236959,-1.359572531
0,AE01,FR02,6,6,FR02_006_pas.wav,pas,p,a,oral,0.182621864,83.20505217,83.49347353,83.31085166,83.49347353,2,83.4,445,611,0.574,0.59,0.374,0.407,0.195945946,0.176211454,1.558536298,1.778063211,1.765059564,1.363219132,-2.092933447,-1.392553565,-1.404678198,-1.448973979
0,AE01,FR02,6,6,FR02_006_pas.wav,pas,p,a,oral,0.182621864,83.20505217,83.49347353,83.31085166,83.49347353,3,83.43333333,439,595,0.57,0.582,0.374,0.402,0.148648649,0.167400881,1.480734425,1.648404503,1.709103028,1.228212131,-2.092933447,-1.516921092,-1.605495928,-1.484734559
0,AE01,FR04,142,7,FR04_142_pas.wav,pas,p,a,oral,0.139032234,85.91460676,86.13627071,85.99723848,86.13627071,1,86.03333333,395,618,0.536,0.48,0.389,0.42,0.209459459,0.179487179,0.910187359,1.662774315,1.233472469,1.063112944,-1.747351041,-1.169498814,-1.347301705,-1.190690464
0,AE01,FR04,142,7,FR04_142_pas.wav,pas,p,a,oral,0.139032234,85.91460676,86.13627071,85.99723848,86.13627071,2,86.06666667,407,620,0.562,0.449,0.387,0.416,0.222972973,0.170940171,1.065791104,1.67905906,1.597189955,0.467737686,-1.793428695,-1.251168914,-1.289925208,-1.224682874
0,AE01,FR04,142,7,FR04_142_pas.wav,pas,p,a,oral,0.139032234,85.91460676,86.13627071,85.99723848,86.13627071,3,86.1,410,621,0.513,0.486,0.393,0.414,0.195945946,0.196581197,1.104692041,1.687201433,0.911722385,1.178346865,-1.655195733,-1.292003964,-1.404678198,-1.122705636
0,AE01,FR04,39,8,FR04_039_paon.wav,paon,p,a,nasal,0.344010756,88.43439387,88.87030345,88.5262927,88.87030345,1,88.6,341,558,0.504,0.386,0.483,0.501,0.324324324,0.307692308,0.209970505,1.174231944,0.785820178,-0.742218484,0.418298704,0.484320706,-0.859601498,-0.680804279
0,AE01,FR04,39,8,FR04_039_paon.wav,paon,p,a,nasal,0.344010756,88.43439387,88.87030345,88.5262927,88.87030345,2,88.7,246,414,0.473,0.327,0.494,0.557,0.256756757,0.346153846,-1.021892478,0.001730254,0.352157021,-1.87535204,0.671725802,1.627702103,-1.14648397,-0.527838426
0,AE01,FR04,39,8,FR04_039_paon.wav,paon,p,a,nasal,0.344010756,88.43439387,88.87030345,88.5262927,88.87030345,3,88.8,209,402,0.448,0.397,0.507,0.576,0.27027027,0.363247863,-1.501670693,-0.09597822,0.002428669,-0.530956295,0.971230554,2.015635077,-1.089107477,-0.459853602
0,AE01,FR01,85,9,FR01_085_pain.wav,pain,p,e,nasal,0.249047769,91.11790079,91.52603392,91.27698615,91.52603392,1,91.33333333,233,614,0.46,0.409,0.493,0.486,0.297297297,0.345794393,-1.190463202,1.279756098,0.170298278,0.141585522,0.648686975,1.213952168,-0.974354488,-0.236377574
0,AE01,FR01,85,9,FR01_085_pain.wav,pain,p,e,nasal,0.249047769,91.11790079,91.52603392,91.27698615,91.52603392,2,91.4,240,641,0.415,0.421,0.493,0.488,0.209459459,0.373831776,-1.099694351,1.475189357,-0.459212756,0.411629431,0.648686975,1.26765944,-1.347301705,-0.122878505
0,AE01,FR01,85,9,FR01_085_pain.wav,pain,p,e,nasal,0.249047769,91.11790079,91.52603392,91.27698615,91.52603392,3,91.46666667,288,404,0.357,0.384,0.496,0.509,0.283783784,0.359813084,-0.47727937,-0.240280367,-1.270582533,-0.421005956,0.717803456,1.831585789,-1.03173098,-0.179628041
0,AE01,FR01,129,10,FR01_129_bas.wav,bas,b,a,oral,0.243884612,93.68325297,94.1248359,93.88095129,94.1248359,1,93.93333333,412,574,0.54,0.425,0.379,0.405,0.155405405,0.065420561,1.130625998,0.990225342,1.289429005,0.501644068,-1.977739312,-0.961192323,-1.576807684,-1.371368268
0,AE01,FR01,129,10,FR01_129_bas.wav,bas,b,a,oral,0.243884612,93.68325297,94.1248359,93.88095129,94.1248359,2,94,488,650,0.51,0.421,0.381,0.401,0.182432432,0.163551402,2.116116385,1.540333777,0.869754983,0.411629431,-1.931661658,-1.068606865,-1.462054694,-0.974121526
0,AE01,FR01,129,10,FR01_129_bas.wav,bas,b,a,oral,0.243884612,93.68325297,94.1248359,93.88095129,94.1248359,3,94.06666667,379,553,0.485,0.297,0.4,0.387,0.182432432,0.224299065,0.702715699,0.838221696,0.52002663,-2.3788243,-1.493923943,-1.444557765,-1.462054694,-0.728206878
0,AE01,FR02,65,11,FR02_065_banc.wav,banc,b,a,nasal,0.255515932,96.38959471,96.76558306,96.51006712,96.76558306,1,96.56666667,418,618,0.521,0.563,0.458,0.476,0.202702703,0.158590308,1.208427871,1.834788895,1.023635458,0.907570503,-0.157671973,0.323718309,-1.375989949,-1.520495138
0,AE01,FR02,65,11,FR02_065_banc.wav,banc,b,a,nasal,0.255515932,96.38959471,96.76558306,96.51006712,96.76558306,2,96.63333333,242,587,0.518,0.555,0.486,0.483,0.155405405,0.18061674,-1.073760393,1.583575149,0.981668055,0.772563501,0.487415185,0.497832847,-1.576807684,-1.43109369
0,AE01,FR02,65,11,FR02_065_banc.wav,banc,b,a,nasal,0.255515932,96.38959471,96.76558306,96.51006712,96.76558306,3,96.7,213,301,0.497,0.531,0.494,0.521,0.141891892,0.198237885,-1.449802778,-0.734074255,0.687896239,0.367542498,0.671725802,1.443026053,-1.634184177,-1.359572531
0,AE01,FR02,16,12,FR02_016_pain.wav,pain,p,e,nasal,0.230555016,99.01793784,99.3326691,99.10211408,99.3326691,1,99.16666667,296,495,0.479,0.577,0.492,0.495,0.513513514,0.537444934,-0.37354354,0.838037578,0.436091826,1.143832755,0.625648148,0.796314912,-0.056330567,0.017209779
0,AE01,FR02,16,12,FR02_016_pain.wav,pain,p,e,nasal,0.230555016,99.01793784,99.3326691,99.10211408,99.3326691,2,99.23333333,208,462,0.492,0.575,0.499,0.5,0.486486486,0.559471366,-1.514637672,0.570616493,0.617950569,1.110081005,0.786919937,0.920682439,-0.171083561,0.106611228
0,AE01,FR02,16,12,FR02_016_pain.wav,pain,p,e,nasal,0.230555016,99.01793784,99.3326691,99.10211408,99.3326691,3,99.26666667,198,383,0.526,0.552,0.505,0.517,0.47972973,0.546255507,-1.64430746,-0.069573377,1.093581128,0.721935876,0.9251529,1.343532031,-0.199771805,0.052970358
0,AE01,FR04,31,13,FR04_031_bi.wav,bi,b,i,ref,0.235539702,101.5185253,101.8343799,101.5988402,101.8343799,1,101.6666667,268,278,0.505,0.41,0.447,0.479,0.905405405,0.85042735,-0.736618945,-1.105632453,0.799809312,-0.2812828,-0.411099071,0.035135158,1.60758778,1.477713891
0,AE01,FR04,31,13,FR04_031_bi.wav,bi,b,i,ref,0.235539702,101.5185253,101.8343799,101.5988402,101.8343799,2,101.7,256,292,0.521,0.39,0.449,0.472,0.898648649,0.841880342,-0.892222691,-0.991639233,1.023635458,-0.66539587,-0.365021417,-0.107787517,1.578899535,1.443721481
0,AE01,FR04,31,13,FR04_031_bi.wav,bi,b,i,ref,0.235539702,101.5185253,101.8343799,101.5988402,101.8343799,3,101.7666667,286,297,0.567,0.399,0.443,0.456,0.97972973,0.807692308,-0.503213327,-0.950927369,1.667135626,-0.492544988,-0.503254379,-0.434467916,1.923158504,1.307751833
0,AE01,FR04,69,14,FR04_069_paon.wav,paon,p,a,nasal,0.36385576,104.0067557,104.4599558,104.0961001,104.4599558,1,104.2,330,614,0.482,0.46,0.493,0.436,0.297297297,0.196581197,0.067333739,1.630204823,0.478059228,0.678999874,0.648686975,-0.842818415,-0.974354488,-1.122705636
0,AE01,FR04,69,14,FR04_069_paon.wav,paon,p,a,nasal,0.36385576,104.0067557,104.4599558,104.0961001,104.4599558,2,104.2666667,282,514,0.475,0.417,0.5,0.495,0.236486486,0.286324786,-0.555081242,0.815967539,0.380135289,-0.146843226,0.809958764,0.361815557,-1.232548715,-0.765785312
0,AE01,FR04,69,14,FR04_069_paon.wav,paon,p,a,nasal,0.36385576,104.0067557,104.4599558,104.0961001,104.4599558,3,104.3666667,228,438,0.437,0.392,0.522,0.527,0.358108108,0.311965812,-1.255298096,0.197147203,-0.151451806,-0.626984563,1.31681296,1.015176355,-0.71616026,-0.663808074
0,AE01,FR04,58,15,FR04_058_beau.wav,beau,b,o,oral,0.256401927,106.6982158,107.1028915,106.8464895,107.1028915,1,106.9,319,380,0.489,0.465,0.471,0.43,0.378378378,0.388888889,-0.075303028,-0.275110423,0.575983167,0.775028142,0.141832779,-0.965323565,-0.630095519,-0.357876364
0,AE01,FR04,58,15,FR04_058_beau.wav,beau,b,o,oral,0.256401927,106.6982158,107.1028915,106.8464895,107.1028915,2,106.9666667,233,396,0.486,0.452,0.498,0.431,0.405405405,0.401709402,-1.190463202,-0.144832457,0.534015764,0.525354646,0.76388111,-0.94490604,-0.515342529,-0.306887745
0,AE01,FR04,58,15,FR04_058_beau.wav,beau,b,o,oral,0.256401927,106.6982158,107.1028915,106.8464895,107.1028915,3,107.0333333,219,352,0.461,0.395,0.504,0.427,0.425675676,0.431623932,-1.372000905,-0.503096862,0.184287412,-0.569367602,0.902114073,-1.02657614,-0.429277784,-0.187914302
0,AE01,FR03,25,16,FR03_025_bas.wav,bas,b,a,oral,0.242088425,109.570718,109.8660922,109.6240038,109.8660922,1,109.7,465,651,0.517,0.483,0.375,0.393,0.317567568,0.11814346,1.817875873,1.905618997,0.967678921,0.539397572,-2.06989462,-1.51651559,-0.888289742,-1.195312138
0,AE01,FR03,25,16,FR03_025_bas.wav,bas,b,a,oral,0.242088425,109.570718,109.8660922,109.6240038,109.8660922,2,109.7333333,443,661,0.524,0.48,0.374,0.391,0.297297297,0.172995781,1.53260234,1.984950924,1.06560286,0.49351309,-2.092933447,-1.560742304,-0.974354488,-0.971634702
0,AE01,FR03,25,16,FR03_025_bas.wav,bas,b,a,oral,0.242088425,109.570718,109.8660922,109.6240038,109.8660922,3,109.8,329,598,0.511,0.403,0.392,0.385,0.236486486,0.227848101,0.05436676,1.485159784,0.883744117,-0.684188602,-1.67823456,-1.693422445,-1.232548715,-0.74795727
0,AE01,FR04,79,17,FR04_079_bain.wav,bain,b,e,nasal,0.331967693,112.2649342,112.6880284,112.3560607,112.6880284,1,112.4333333,504,516,0.509,0.432,0.488,0.501,0.675675676,0.602564103,2.323588046,0.832252285,0.855765849,0.141241577,0.53349284,0.484320706,0.63218737,0.491933942
0,AE01,FR04,79,17,FR04_079_bain.wav,bain,b,e,nasal,0.331967693,112.2649342,112.6880284,112.3560607,112.6880284,2,112.5333333,260,529,0.492,0.409,0.5,0.522,0.621621622,0.5,-0.840354776,0.938103132,0.617950569,-0.300488454,0.809958764,0.91308873,0.402681391,0.084024994
0,AE01,FR04,79,17,FR04_079_bain.wav,bain,b,e,nasal,0.331967693,112.2649342,112.6880284,112.3560607,112.6880284,3,112.6,235,495,0.425,0.43,0.507,0.583,0.47972973,0.367521368,-1.164529245,0.661262455,-0.319321415,0.10283027,0.971230554,2.158557752,-0.199771805,-0.442857393
0,AE01,FR03,124,18,FR03_124_baie.wav,baie,b,e,oral,0.227437464,114.9523033,115.2507886,115.0233511,115.2507886,1,115.0666667,401,373,0.523,0.514,0.426,0.427,0.75,0.396624473,0.987989232,-0.299808574,1.051613726,1.013537214,-0.894914439,-0.764661455,0.947758091,-0.059719006
0,AE01,FR03,124,18,FR03_124_baie.wav,baie,b,e,oral,0.227437464,114.9523033,115.2507886,115.0233511,115.2507886,2,115.1333333,385,377,0.49,0.538,0.432,0.429,0.810810811,0.582278481,0.780517571,-0.268075803,0.589972301,1.380613067,-0.756681477,-0.720434741,1.205952318,0.69734308
0,AE01,FR03,124,18,FR03_124_baie.wav,baie,b,e,oral,0.227437464,114.9523033,115.2507886,115.0233511,115.2507886,3,115.2,321,389,0.432,0.53,0.431,0.427,0.797297297,0.641350211,-0.04936907,-0.172877491,-0.221397476,1.258254449,-0.779720304,-0.764661455,1.148575821,0.938226471
0,AE01,FR02,149,19,FR02_149_pou.wav,pou,p,u,ref,0.160820263,117.6477284,117.9738121,117.8129918,117.9738121,1,117.8666667,222,268,0.448,0.391,0.51,0.435,0.77027027,0.63876652,-1.333099969,-1.00149534,0.002428669,-1.995080024,1.040347035,-0.696095413,1.033822832,0.428456443
0,AE01,FR02,149,19,FR02_149_pou.wav,pou,p,u,ref,0.160820263,117.6477284,117.9738121,117.8129918,117.9738121,2,117.9,195,273,0.426,0.401,0.508,0.437,0.810810811,0.651982379,-1.683208396,-0.960976994,-0.305332281,-1.826321273,0.994269381,-0.646348402,1.205952318,0.482097312
0,AE01,FR02,149,19,FR02_149_pou.wav,pou,p,u,ref,0.160820263,117.6477284,117.9738121,117.8129918,117.9738121,3,117.9333333,147,246,0.257,0.374,0.504,0.443,0.871621622,0.691629956,-2.305623377,-1.179776063,-2.669495942,-2.281969902,0.902114073,-0.49710737,1.464146546,0.64301992
0,AE01,FR04,66,20,FR04_066_bi.wav,bi,b,i,ref,0.191301953,120.1501946,120.4781864,120.2868845,120.4781864,1,120.3333333,262,247,0.464,0.408,0.441,0.474,0.858108108,0.833333333,-0.814420818,-1.358046011,0.226254815,-0.319694107,-0.549332033,-0.066952467,1.406770049,1.409729067
0,AE01,FR04,66,20,FR04_066_bi.wav,bi,b,i,ref,0.191301953,120.1501946,120.4781864,120.2868845,120.4781864,2,120.3666667,263,248,0.449,0.393,0.447,0.473,0.959459459,0.816239316,-0.801453839,-1.349903638,0.016417803,-0.607778909,-0.411099071,-0.087369992,1.837093759,1.341744243
0,AE01,FR04,66,20,FR04_066_bi.wav,bi,b,i,ref,0.191301953,120.1501946,120.4781864,120.2868845,120.4781864,3,120.4333333,241,222,0.452,0.374,0.459,0.465,0.932432432,0.888888889,-1.086727372,-1.561605332,0.058385205,-0.972686326,-0.134633146,-0.250710192,1.722340769,1.630679748
0,AE01,FR01,141,21,FR01_141_paon.wav,paon,p,a,nasal,0.194321649,122.7877021,123.1403368,122.9460152,123.1403368,1,123,274,533,0.465,0.418,0.498,0.477,0.432432432,0.313084112,-0.658817073,0.693456318,0.240243949,0.344118454,0.76388111,0.972269447,-0.40058954,-0.368793157
0,AE01,FR01,141,21,FR01_141_paon.wav,paon,p,a,nasal,0.194321649,122.7877021,123.1403368,122.9460152,123.1403368,2,123.0333333,283,670,0.459,0.366,0.502,0.507,0.378378378,0.387850467,-0.542114264,1.685099155,0.156309144,-0.82607182,0.856036419,1.777878518,-0.630095519,-0.066128973
0,AE01,FR01,141,21,FR01_141_paon.wav,paon,p,a,nasal,0.194321649,122.7877021,123.1403368,122.9460152,123.1403368,3,123.1,289,270,0.335,0.338,0.508,0.514,0.439189189,0.41588785,-0.464312391,-1.210208397,-1.578343483,-1.456174276,0.994269381,1.965853968,-0.371901291,0.047370096
0,AE01,FR03,48,22,FR03_048_bon.wav,bon,b,o,nasal,0.250608584,125.414065,125.7395827,125.4889741,125.7395827,1,125.5666667,260,402,0.518,0.412,0.492,0.504,0.486486486,0.210970464,-0.840354776,-0.069745986,0.981668055,-0.546535158,0.625648148,0.938067028,-0.171083561,-0.816781095
0,AE01,FR03,48,22,FR03_048_bon.wav,bon,b,o,nasal,0.250608584,125.414065,125.7395827,125.4889741,125.7395827,2,125.6,244,346,0.497,0.408,0.5,0.547,0.513513514,0.232067511,-1.047826436,-0.514004777,0.687896239,-0.607714467,0.809958764,1.888941376,-0.056330567,-0.73075131
0,AE01,FR03,48,22,FR03_048_bon.wav,bon,b,o,nasal,0.250608584,125.414065,125.7395827,125.4889741,125.7395827,3,125.6666667,219,307,0.455,0.313,0.507,0.561,0.5,0.210970464,-1.372000905,-0.823399293,0.100352608,-2.060723049,0.971230554,2.198528373,-0.113707064,-0.816781095
0,AE01,FR02,158,23,FR02_158_paix.wav,paix,p,e,oral,0.178653108,128.2363729,128.4930242,128.3143711,128.4930242,1,128.3666667,380,377,0.502,0.518,0.434,0.436,0.790540541,0.757709251,0.715682678,-0.118195392,0.75784191,0.148156121,-0.710603823,-0.671221908,1.119887577,0.911224266
0,AE01,FR02,158,23,FR02_158_paix.wav,paix,p,e,oral,0.178653108,128.2363729,128.4930242,128.3143711,128.4930242,2,128.4,317,369,0.471,0.514,0.435,0.437,0.797297297,0.792951542,-0.101236985,-0.183024746,0.324178753,0.08065262,-0.687564996,-0.646348402,1.148575821,1.054266583
0,AE01,FR02,158,23,FR02_158_paix.wav,paix,p,e,oral,0.178653108,128.2363729,128.4930242,128.3143711,128.4930242,3,128.4333333,360,353,0.445,0.521,0.434,0.437,0.783783784,0.775330396,0.456343102,-0.312683454,-0.039538733,0.198783746,-0.710603823,-0.646348402,1.091199329,0.982745425
0,AE01,FR02,93,24,FR02_093_pont.wav,pont,p,o,nasal,0.193660469,130.7870144,131.1121857,130.9185252,131.1121857,1,130.9666667,268,437,0.468,0.553,0.499,0.484,0.418918919,0.400881057,-0.736618945,0.368024762,0.282211351,0.738811751,0.786919937,0.522706352,-0.457966033,-0.537079203
0,AE01,FR02,93,24,FR02_093_pont.wav,pont,p,o,nasal,0.193660469,130.7870144,131.1121857,130.9185252,131.1121857,2,131,251,388,0.484,0.564,0.504,0.5,0.358108108,0.400881057,-0.957057585,-0.029055031,0.506037496,0.924446378,0.902114073,0.920682439,-0.71616026,-0.537079203
0,AE01,FR02,93,24,FR02_093_pont.wav,pont,p,o,nasal,0.193660469,130.7870144,131.1121857,130.9185252,131.1121857,3,131.0666667,266,230,0.475,0.529,0.508,0.547,0.412162162,0.374449339,-0.762552903,-1.309434771,0.380135289,0.333790747,0.994269381,2.089737194,-0.486654281,-0.644360941
0,AE01,FR03,79,25,FR03_079_bain.wav,bain,b,e,nasal,0.245812408,133.4700694,133.7538612,133.5080488,133.7538612,1,133.5666667,355,523,0.473,0.52,0.485,0.478,0.391891892,0.101265823,0.391508208,0.890170331,0.352157021,1.105306177,0.464376358,0.363119748,-0.572719022,-1.264135964
0,AE01,FR03,79,25,FR03_079_bain.wav,bain,b,e,nasal,0.245812408,133.4700694,133.7538612,133.5080488,133.7538612,2,133.6333333,261,450,0.473,0.441,0.499,0.496,0.317567568,0.253164557,-0.827387797,0.311047264,0.352157021,-0.10298517,0.786919937,0.761160173,-0.888289742,-0.644721529
0,AE01,FR03,79,25,FR03_079_bain.wav,bain,b,e,nasal,0.245812408,133.4700694,133.7538612,133.5080488,133.7538612,3,133.7,214,545,0.43,0.241,0.504,0.538,0.317567568,0.282700422,-1.436835799,1.064700571,-0.249375744,-3.161950605,0.902114073,1.689921164,-0.888289742,-0.524279834
0,AE01,FR04,75,26,FR04_075_pain.wav,pain,p,e,nasal,0.253885169,136.3433559,136.6471245,136.3932394,136.6471245,1,136.4666667,316,615,0.497,0.463,0.485,0.504,0.493243243,0.675213675,-0.114203964,1.638347196,0.687896239,0.736616835,0.464376358,0.545573281,-0.142395312,0.780869442
0,AE01,FR04,75,26,FR04_075_pain.wav,pain,p,e,nasal,0.253885169,136.3433559,136.6471245,136.3932394,136.6471245,2,136.5333333,242,562,0.492,0.444,0.499,0.514,0.493243243,0.670940171,-1.073760393,1.206801435,0.617950569,0.371709419,0.786919937,0.749748531,-0.142395312,0.763873237
0,AE01,FR04,75,26,FR04_075_pain.wav,pain,p,e,nasal,0.253885169,136.3433559,136.6471245,136.3932394,136.6471245,3,136.6,196,492,0.368,0.507,0.506,0.538,0.351351351,0.448717949,-1.670241417,0.636835336,-1.116702058,1.581665588,0.948191727,1.239769129,-0.744848509,-0.119929478
0,AE01,FR03,118,27,FR03_118_pas.wav,pas,p,a,oral,0.210405312,139.141002,139.4239651,139.2135598,139.4239651,1,139.2666667,409,664,0.415,0.479,0.389,0.403,0.385135135,0.232067511,1.091725062,2.008750502,-0.459212756,0.478218263,-1.747351041,-1.295382021,-0.601407271,-0.73075131
0,AE01,FR03,118,27,FR03_118_pas.wav,pas,p,a,oral,0.210405312,139.141002,139.4239651,139.2135598,139.4239651,2,139.3333333,404,693,0.421,0.496,0.458,0.403,0.304054054,0.257383966,1.026890168,2.23881309,-0.375277951,0.738230325,-0.157671973,-1.295382021,-0.945666239,-0.627515574
0,AE01,FR03,118,27,FR03_118_pas.wav,pas,p,a,oral,0.210405312,139.141002,139.4239651,139.2135598,139.4239651,3,139.3666667,425,663,0.399,0.416,0.479,0.397,0.297297297,0.303797468,1.299196722,2.000817309,-0.683038901,-0.485355849,0.326143396,-1.428062162,-0.974354488,-0.438250053
0,AE01,FR01,94,28,FR01_094_beau.wav,beau,b,o,oral,0.227062732,141.7688256,142.0690129,141.8419502,142.0690129,1,141.9,337,394,0.501,0.402,0.472,0.419,0.331081081,0.014018692,0.15810259,-0.312663056,0.743852776,-0.015940092,0.164871606,-0.585241423,-0.83091325,-1.579449894
0,AE01,FR01,94,28,FR01_094_beau.wav,beau,b,o,oral,0.227062732,141.7688256,142.0690129,141.8419502,142.0690129,2,141.9666667,259,433,0.466,0.408,0.496,0.408,0.351351351,0.042056075,-0.853321754,-0.03037057,0.254233083,0.119081863,0.717803456,-0.880631415,-0.744848509,-1.465950825
0,AE01,FR01,94,28,FR01_094_beau.wav,beau,b,o,oral,0.227062732,141.7688256,142.0690129,141.8419502,142.0690129,3,142,297,345,0.453,0.431,0.497,0.402,0.351351351,0.144859813,-0.360576561,-0.667338231,0.07237434,0.636666023,0.740842283,-1.04175323,-0.744848509,-1.049787573
0,AE01,FR03,27,29,FR03_027_pot.wav,pot,p,o,oral,0.181443662,144.2920251,144.6299214,144.4484777,144.6299214,1,144.5,236,381,0.437,0.467,0.497,0.408,0.5,0.253164557,-1.151562266,-0.236343033,-0.151451806,0.294680337,0.740842283,-1.184815236,-0.113707064,-0.644721529
0,AE01,FR03,27,29,FR03_027_pot.wav,pot,p,o,oral,0.181443662,144.2920251,144.6299214,144.4484777,144.6299214,2,144.5333333,227,375,0.381,0.439,0.495,0.411,0.47972973,0.4092827,-1.268265075,-0.283942189,-0.934843315,-0.133574824,0.694764629,-1.118475165,-0.199771805,-0.00810114
0,AE01,FR03,27,29,FR03_027_pot.wav,pot,p,o,oral,0.181443662,144.2920251,144.6299214,144.4484777,144.6299214,3,144.6,262,372,0.271,0.382,0.492,0.409,0.554054054,0.4092827,-0.814420818,-0.307741767,-2.473648065,-1.005379973,0.625648148,-1.162701879,0.115798915,-0.00810114
0,AE01,FR04,12,30,FR04_012_banc.wav,banc,b,a,nasal,0.225131666,147.1741347,147.4536847,147.228553,147.4536847,1,147.3,273,592,0.523,0.487,0.487,0.499,0.331081081,0.123931624,-0.671784051,1.451072621,1.051613726,1.197552519,0.510454012,0.443485656,-0.83091325,-1.411641141
